xpath,2009v1.0,2009v1.1,2009v1.2,2009v1.3,2009v1.4,2009v1.7,2010v3.2,2010v3.4,2010v3.6,2010v3.7,2011v1.2,2011v1.3,2011v1.4,2011v1.5,2012v2.0,2012v2.1,2012v2.2,2012v2.3,2012v3.0,2013v3.0,2013v3.1,2013v4.0,2014v5.0,2014v6.0,2015v2.0,2015v2.1
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETC/BOOKVALUE,,,G 48,G 66,G 513,G 1435,G 4478,G 2173,G 18,G 170,G 82,G 282,,G 1880,G 2145,G 18339,G 295,G 786,G 11,,,,,,,
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETC/CATEGORYORITEM,,,G 49,G 75,G 614,G 1927,G 5970,G 3181,G 22,G 202,G 87,G 517,,G 2001,G 2686,G 18731,G 361,G 892,G 12,,,,,,,
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETC/COSTOROTHERBASIS,,,G 49,G 82,G 615,G 1932,X 2,G 9053,G 21,G 217,G 17123,G 426,,G 2013,G 2622,G 18875,G 364,G 988,G 12,,,,,,,
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETC/EOYFMV,,,G 3,G 45,G 615,X 1,G 4464,G 3031,G 16,G 72,G 8100,G 3,,G 694,G 1230,G 5650,G 96,G 363,G 8,,,,,,,
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETCGRP/ACCUMULATEDDEPRECIATIONAMT,,,,,,,,,,,,,,,,,,,,G 16836,G 5119,G 341,G 24051,G 682,G 1871,G 13925
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETCGRP/BOOKVALUEAMT,,,,,,,,,,,,,,,,,,,,G 16841,G 4931,G 3879,G 23757,G 4583,G 1813,G 24303
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETCGRP/CATEGORYORITEMTXT,,,,,,,,,,,,,,,,,,,,G 25,G 6014,G 4254,G 11841,G 4886,G 1141,G 25519
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETCGRP/COSTOROTHERBASISAMT,,,,,,,,,,,,,,,,,,,,G 16841,G 6199,G 4193,G 25280,G 4901,G 1107,G 25603
/RETURN/RETURNDATA/LANDETCSCHEDULE2/LANDETCGRP/EOYFMVAMT,,,,,,,,,,,,,,,,,,,,G 5929,G 2496,G 1100,G 8585,G 1293,G 1217,G 8038
/RETURN/RETURNDATA/LANDETCSCHEDULE2/@SOFTWAREID,,,,X 12,X 4,X 49,X 590,X 52,,,X 1420,,,X 489,X 3458,X 37,X 393,,X 22,,X 4040,X 1269,X 6264,X 1724,X 7281,X 1247
/RETURN/RETURNDATA/LANDETCSCHEDULE2/@SOFTWAREVERSION,,,,X 12,X 4,X 49,X 582,X 52,,,X 1401,,,X 489,X 3458,,X 393,,X 22,,X 3992,X 1269,,,,
/RETURN/RETURNDATA/LANDETCSCHEDULE2/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 6164,X 1724,X 7281,X 1144
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/@DOCUMENTID,,X 1,X 5,X 50,X 54,X 305,X 2666,X 1511,X 12,X 155,G 4532,X 226,,X 1233,X 4509,G 4065,X 875,X 1140,X 70,X 11824,G 3331,X 4382,G 2391,X 5919,X 14593,G 6108
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEES/ADJUSTEDNETINCOME,,,X 3,G 14,G 15,G 128,G 898,G 2,,G 20,G 1487,G 26,,G 173,G 1144,G 950,G 24,G 56,G 5,,,,,,,
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEES/AMOUNT,,G 2,X 5,G 49,G 55,X 1,X 1,G 7,X 12,X 1,G 269,G 3,,G 424,G 1428,G 4368,G 211,G 345,G 14,,,,,,,
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEES/CATEGORY,,G 2,X 5,G 48,G 53,X 1,X 1,G 343,X 12,G 109,G 4705,G 159,,G 411,G 1287,G 4323,G 80,G 240,G 13,,,,,,,
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEES/DISBURSEMENTSCHARITABLEPRPS,,G 2,X 3,G 30,G 53,G 289,G 126,G 2,,G 40,X 8,G 103,,G 336,G 1268,G 3826,G 130,G 128,G 13,,,,,,,
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEESGRP/ADJUSTEDNETINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 716,G 1554,G 388,G 946,G 434,G 1460,G 1456
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEESGRP/CATEGORYTXT,,,,,,,,,,,,,,,,,,,,G 3078,G 3436,G 875,G 7651,G 1024,G 2519,G 2608
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEESGRP/DISBURSEMENTSCHARITABLEPRPSAMT,,,,,,,,,,,,,,,,,,,,G 3115,G 2565,G 812,G 6718,G 933,G 2662,G 5204
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEESGRP/LEGALFEESAMT,,,,,,,,,,,,,,,,,,,,G 3119,X 1,G 114,G 7855,G 1047,G 2693,G 6376
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEESGRP/NETINVESTMENTINCOMEAMT,,,,,,,,,,,,,,,,,,,,G 3115,G 2191,X 4,G 5852,G 101,G 1551,G 4837
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/LEGALFEES/NETINVESTMENTINCOME,,,X 3,G 21,G 51,X 1,G 1846,G 7,,X 1,G 225,G 65,,G 70,G 1230,G 3546,G 74,G 124,G 12,,,,,,,
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/@SOFTWAREID,,X 1,,X 11,X 6,X 48,X 760,X 52,,,G 885,,,X 302,X 3555,G 17,X 859,,X 11,,G 1328,X 956,G 1564,X 1270,X 8743,G 324
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/@SOFTWAREVERSION,,,,X 11,X 6,X 48,X 744,X 52,,,G 867,,,X 302,X 3555,,X 859,,X 11,,G 1310,X 951,,,,
/RETURN/RETURNDATA/LEGALFEESSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 1551,X 1264,X 8743,G 313
/RETURN/RETURNDATA/LIQUIDATIONEXPLANATIONSTMT/@DOCUMENTID,,,,X 4,X 4,X 7,X 165,X 157,,X 4,X 744,,,X 56,X 325,X 939,X 459,X 51,,X 1144,X 740,X 272,X 2504,X 376,X 1116,X 3523
/RETURN/RETURNDATA/LIQUIDATIONEXPLANATIONSTMT/EXPLANATIONTXT,,,,,,,,,,,,,,,,,,,,X 1144,X 736,X 272,X 2504,X 376,X 1116,X 3523
/RETURN/RETURNDATA/LIQUIDATIONEXPLANATIONSTMT/@SOFTWAREID,,,,X 3,X 2,X 1,X 90,X 62,,,X 322,,,X 19,X 285,,X 459,,,,X 380,X 110,X 619,X 79,X 781,X 69
/RETURN/RETURNDATA/LIQUIDATIONEXPLANATIONSTMT/@SOFTWAREVERSION,,,,X 3,X 2,X 1,X 90,X 62,,,X 322,,,X 19,X 285,,X 459,,,,X 380,X 110,,,,
/RETURN/RETURNDATA/LIQUIDATIONEXPLANATIONSTMT/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 619,X 79,X 781,X 69
/RETURN/RETURNDATA/LIQUIDATIONEXPLANATIONSTMT/STATEMENT,,,,X 4,X 4,X 7,X 165,X 157,,X 4,X 744,,,X 56,X 325,X 939,X 459,X 51,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/@DOCUMENTID,,,,X 1,,X 17,X 80,X 69,,X 10,X 362,,,X 42,X 161,X 413,X 89,X 98,,X 252,G 153,X 171,X 1343,X 210,X 260,X 1820
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/BALANCEDUE,,,,X 1,,G 27,G 106,G 19,,X 8,G 174,,,G 16,G 48,G 71,G 16,G 38,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/CONSIDERATIONFMV,,,,,,G 9,G 18,G 7,,,G 20,,,G 4,G 9,G 37,G 1,G 2,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/DATEOFNOTE,,,,,,G 15,G 80,G 29,,X 2,G 126,,,G 13,G 26,G 99,G 8,G 14,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/DESCOFLENDERCONSIDERATION,,,,X 1,,G 20,G 61,G 32,,,X 6,,,G 4,G 10,G 77,G 11,G 7,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/BALANCEDUEAMT,,,,,,,,,,,,,,,,,,,,G 65,G 189,G 38,G 108,G 42,G 44,G 318
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/CONSIDERATIONFMVAMT,,,,,,,,,,,,,,,,,,,,G 19,G 52,G 4,G 51,G 3,G 6,G 64
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/INTERESTRT,,,,,,,,,,,,,,,,,,,,G 55,G 48,G 16,G 43,G 5,G 1,G 134
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/LENDERCONSIDERATIONDESC,,,,,,,,,,,,,,,,,,,,G 59,G 62,G 20,G 144,G 25,G 24,G 76
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/LENDERPERSONNM,,,,,,,,,,,,,,,,,,,,G 89,G 198,G 44,G 323,G 47,G 45,G 374
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/LOANMATURITYDT,,,,,,,,,,,,,,,,,,,,G 31,G 60,G 12,G 102,G 13,G 14,G 102
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/LOANORIGINALAMT,,,,,,,,,,,,,,,,,,,,G 76,G 163,G 4,G 267,G 11,G 41,G 312
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/LOANPURPOSETXT,,,,,,,,,,,,,,,,,,,,G 81,G 135,G 36,G 247,G 41,G 35,G 282
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/NOTEDT,,,,,,,,,,,,,,,,,,,,G 64,G 110,G 23,G 204,G 29,G 27,G 91
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/REPAYMENTTERMSTXT,,,,,,,,,,,,,,,,,,,,G 63,G 105,G 19,G 177,G 28,G 28,G 186
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/SECURITYPROVIDEDBORROWERTXT,,,,,,,,,,,,,,,,,,,,G 56,G 92,G 31,G 169,G 35,G 24,G 194
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICERGRP/TITLETXT,,,,,,,,,,,,,,,,,,,,G 59,G 149,G 32,G 224,G 29,G 44,G 247
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/INTERESTRATE,,,,X 1,,G 20,G 47,G 25,,,G 95,,,G 4,G 9,G 90,G 1,G 4,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/LENDERSNAME,,,,X 1,,G 27,G 115,G 22,,X 10,G 199,,,G 20,G 49,G 153,G 18,G 21,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/LENDERSTITLE,,,,X 1,,G 18,G 90,G 9,,X 10,G 154,,,G 14,G 44,G 113,G 28,G 28,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/MATURITYDATE,,,,,,G 9,G 36,G 9,,,X 2,,,,G 13,G 53,G 10,G 9,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/ORIGINALAMOUNTOFLOAN,,,,,,G 24,G 102,G 18,,X 2,G 164,,,G 5,G 43,G 80,G 21,G 37,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/PURPOSEOFLOAN,,,,X 1,,G 24,G 94,G 45,,X 8,X 9,,,G 16,G 20,G 121,G 16,G 33,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/REPAYMENTTERMS,,,,X 1,,G 24,G 70,G 37,,X 4,G 126,,,G 14,G 24,G 53,G 9,G 14,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/LOANSFROMOFFICER/SECURITYPROVIDEDBYBORROWER,,,,X 1,,G 24,G 67,G 44,,X 4,G 119,,,G 12,G 10,G 92,G 18,G 24,,,,,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/@SOFTWAREID,,,,,,X 2,X 26,X 9,,,X 85,,,X 12,X 120,X 7,X 89,,,,G 54,X 57,X 340,X 62,X 260,X 219
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/@SOFTWAREVERSION,,,,,,X 2,X 25,X 9,,,X 83,,,X 12,X 120,,X 89,,,,G 50,X 57,,,,
/RETURN/RETURNDATA/LOANSFROMOFFICERSSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 329,X 62,X 260,X 213
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/@DOCUMENTID,,,X 2,X 2,X 3,X 23,X 130,X 104,,X 9,X 467,X 6,,X 138,X 383,X 494,X 71,X 98,X 5,X 220,X 856,X 258,X 1624,X 350,X 667,G 241
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/MORTGAGEAMT,,,,,,,,,,,,,,,,,,,,X 100,X 408,X 127,X 642,X 171,X 408,G 78
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/BALANCEDUE,,,X 1,X 1,G 5,G 31,G 85,G 85,,G 15,G 202,G 4,,G 43,G 12,G 153,G 15,G 48,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/CONSIDERATIONFMV,,,,,,G 2,G 6,G 12,,,G 19,,,G 2,G 8,G 42,G 6,,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/DATEOFNOTE,,,,X 1,G 5,G 23,G 61,G 21,,G 11,G 134,G 1,,G 27,G 12,G 109,G 15,G 40,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/DESCOFLENDERCONSIDERATION,,,,,G 5,G 5,G 24,G 29,,,G 64,,,G 3,G 15,G 21,G 13,G 10,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/BALANCEDUEAMT,,,,,,,,,,,,,,,,,,,,G 97,G 216,G 75,G 354,G 65,G 33,G 157
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/CONSIDERATIONFMVAMT,,,,,,,,,,,,,,,,,,,,G 7,G 54,G 9,G 71,G 12,G 6,G 31
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/INSIDERRELATIONSHIPTXT,,,,,,,,,,,,,,,,,,,,G 64,G 59,G 44,G 170,G 31,G 20,G 67
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/INTERESTRT,,,,,,,,,,,,,,,,,,,,G 76,G 117,G 46,G 254,G 37,G 35,G 228
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LENDERCONSIDERATIONDESC,,,,,,,,,,,,,,,,,,,,G 34,G 52,G 15,G 112,G 10,G 20,G 92
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LENDERNAMEGRP/BUSINESSNAME/BUSINESSNAMELINE1,,,,,,,,,,,,,,,,,,,,G 90,G 25,G 23,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LENDERNAMEGRP/BUSINESSNAME/BUSINESSNAMELINE1TXT,,,,,,,,,,,,,,,,,,,,,,,G 166,G 23,,G 160
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LENDERNAMEGRP/PERSONNM,,,,,,,,,,,,,,,,,,,,G 7,G 236,G 65,G 260,G 56,G 93,G 90
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LOANMATURITYDT,,,,,,,,,,,,,,,,,,,,G 60,G 100,G 41,G 201,G 32,G 35,G 181
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LOANORIGINALAMT,,,,,,,,,,,,,,,,,,,,G 75,G 181,G 59,G 316,G 57,G 50,G 279
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/LOANPURPOSETXT,,,,,,,,,,,,,,,,,,,,G 78,G 140,G 59,G 285,G 50,G 48,G 248
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/NOTEDT,,,,,,,,,,,,,,,,,,,,G 74,G 153,G 56,G 279,G 48,G 45,G 230
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/REPAYMENTTERMSTXT,,,,,,,,,,,,,,,,,,,,G 58,G 106,G 50,G 216,G 43,G 37,G 186
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/SECURITYPROVIDEDBORROWERTXT,,,,,,,,,,,,,,,,,,,,G 67,G 130,G 53,G 243,G 49,G 40,G 214
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLEGRP/TITLETXT,,,,,,,,,,,,,,,,,,,,G 16,G 19,G 6,G 36,G 3,,G 46
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/INTERESTRATE,,,X 1,,G 4,G 28,G 58,G 23,,X 1,X 1,G 1,,G 28,G 26,G 57,G 8,G 25,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/LENDERSNAME/BUSINESS/BUSINESSNAMELINE1,,,,X 1,G 3,G 19,G 2,G 19,,,G 4,,,G 12,G 5,G 66,G 27,,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/LENDERSNAME/INDIVIDUAL,,,,X 1,G 2,G 15,G 67,G 49,,X 1,G 169,G 4,,G 36,G 72,G 92,G 10,G 51,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/LENDERSTITLE,,,,,,,G 6,G 1,,,G 21,,,,G 3,G 8,G 1,G 1,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/MATURITYDATE,,,,,G 4,G 24,G 4,G 17,,G 11,G 4,,,G 7,G 8,G 89,G 14,G 29,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/ORIGINALAMOUNTOFLOAN,,,,X 2,G 4,G 24,G 82,G 22,,G 15,X 1,G 1,,G 32,G 35,G 135,G 23,G 38,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/PURPOSEOFLOAN,,,,,G 5,G 27,G 1,G 23,,G 10,X 1,G 1,,G 7,G 35,G 119,G 17,G 36,X 5,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/RELATIONSHIPTOINSIDER,,,,,G 1,G 21,G 3,G 16,,,X 1,,,G 9,G 7,G 70,G 10,G 11,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/REPAYMENTTERMS,,,,,G 2,G 25,G 2,G 55,,X 1,G 9,G 1,,G 25,G 10,G 96,G 14,G 33,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/NOTEPAYABLE/SECURITYPROVIDEDBYBORROWER,,,,,G 5,G 12,G 66,G 46,,G 6,G 160,G 1,,G 21,G 29,G 107,G 33,G 31,,,,,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/@SOFTWAREID,,,,,X 1,X 6,X 77,X 14,,,X 190,,,X 54,X 344,,X 71,,,,X 452,X 108,X 621,X 142,X 667,G 31
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/@SOFTWAREVERSION,,,,,X 1,X 6,X 74,X 14,,,X 188,,,X 54,X 344,,X 71,,,,X 448,X 108,,,,
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,X 615,X 142,X 667,G 28
/RETURN/RETURNDATA/MORTGAGESANDNOTESPAYABLESCH/TOTALMORTGAGEAMOUNT,,,X 1,,X 1,X 11,X 80,X 47,,X 4,X 219,X 6,,X 68,X 291,X 164,X 54,X 24,,,,,,,,
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/@DOCUMENTID,,,X 8,G 71,X 72,X 310,G 2572,X 1707,X 10,X 192,G 344,X 270,,X 1655,G 1701,G 4264,X 551,X 1572,G 16,X 10945,G 3907,G 1018,G 7545,G 139,X 12003,G 6726
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETS/BOYBOOKVALUE,,,G 8,G 90,G 108,G 2,G 6,G 641,G 7,G 3,G 6582,G 265,,G 157,G 1922,G 7683,G 163,G 617,G 11,,,,,,,
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETS/DESCRIPTION,,,G 10,G 156,G 120,G 3,G 4397,G 714,G 9,G 160,G 8863,G 300,,G 183,G 2579,G 4355,G 194,G 730,G 14,,,,,,,
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETS/EOYBOOKVALUE,,,G 10,G 129,G 110,G 497,G 7,G 2235,G 3,G 4,G 43,G 270,,G 892,G 1139,G 4124,G 67,G 591,G 47,,,,,,,
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETS/EOYFMV,,,G 7,G 117,G 106,G 453,G 6,G 635,G 3,G 2,G 7500,G 262,,G 785,G 1819,G 3961,G 48,G 519,G 45,,,,,,,
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETSSCHEDULEGRP/BOYBOOKVALUEAMT,,,,,,,,,,,,,,,,,,,,G 4103,G 6487,G 7,G 10951,G 1638,G 2041,G 9978
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETSSCHEDULEGRP/DESC,,,,,,,,,,,,,,,,,,,,G 4482,G 8577,G 1702,G 12989,G 1898,G 3424,G 11830
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETSSCHEDULEGRP/EOYBOOKVALUEAMT,,,,,,,,,,,,,,,,,,,,G 4171,G 7837,G 1584,G 11661,G 1784,G 3335,G 5291
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/OTHERASSETSSCHEDULEGRP/EOYFMVAMT,,,,,,,,,,,,,,,,,,,,G 4029,G 6961,G 1389,G 10491,G 1585,G 2736,G 9727
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/@SOFTWAREID,,,,G 10,X 7,X 59,G 112,X 46,,,G 19,,,X 398,G 996,G 28,X 527,,G 2,,G 1141,G 226,G 1339,G 37,X 8044,G 167
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/@SOFTWAREVERSION,,,,G 10,X 7,X 59,G 543,X 46,,,G 722,,,X 398,G 493,,X 527,,X 1,,G 1107,G 226,,,,
/RETURN/RETURNDATA/OTHERASSETSSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 490,G 37,X 8044,G 159
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/@DOCUMENTID,,,X 7,X 104,X 69,X 256,X 3738,X 1209,X 12,X 199,G 6585,X 251,,X 1314,X 3980,G 1981,X 490,X 1206,X 69,X 9149,G 4494,X 4081,G 11497,G 1284,X 35484,G 7916
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/OTHERDECREASES/AMOUNT,,,G 8,G 132,G 74,G 301,G 219,G 3,X 12,G 145,G 8885,X 3,,G 537,G 1491,G 2652,G 88,G 429,G 17,,,,,,,
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/OTHERDECREASES/DESCRIPTION,,,G 8,G 132,G 74,G 301,G 219,G 3,X 12,G 145,G 8885,G 181,,G 537,G 1491,G 2652,G 88,G 429,G 17,,,,,,,
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/OTHERDECREASESDETAIL/AMOUNT,,,,,,,,,,,,,,,,,,,,G 2805,G 6375,G 116,,,,
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/OTHERDECREASESDETAIL/AMT,,,,,,,,,,,,,,,,,,,,,,,G 17952,G 1807,G 11351,G 3988
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/OTHERDECREASESDETAIL/DESC,,,,,,,,,,,,,,,,,,,,,,,G 17952,G 1807,G 11351,G 9957
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/OTHERDECREASESDETAIL/DESCRIPTION,,,,,,,,,,,,,,,,,,,,G 2805,G 5,G 4,,,,
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/@SOFTWAREID,,,,X 7,X 5,X 30,X 505,X 50,,,X 53,,,X 311,X 2292,G 9,X 455,,X 6,,G 922,X 547,G 1149,G 161,X 7231,G 279
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/@SOFTWAREVERSION,,,,X 7,X 5,X 30,X 502,X 50,,,X 53,,,X 311,X 2292,,X 455,,X 6,,G 918,X 547,,,,
/RETURN/RETURNDATA/OTHERDECREASESSCHEDULE/@SOFTWAREVERSIONNUM,,,,,,,,,,,,,,,,,,,,,,,G 1140,G 159,X 7231,G 234
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/@DOCUMENTID,,,X 25,X 309,X 261,X 1142,X 12227,X 6888,X 66,X 763,G 21691,X 926,,X 6076,X 22838,G 18586,X 4701,X 6298,X 332,X 48773,G 16463,X 477,G 10442,G 4536,X 63470,X 176182
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSES/ADJUSTEDNETINCOME,,,G 99,G 110,X 1,G 1395,G 1,G 2252,G 27,G 396,G 17173,G 332,,G 2004,G 1686,G 18202,G 400,G 891,G 69,,,,,,,
/RETURN/RETURNDATA/OTHEREXPENSESSCHEDULE/OTHEREXPENSES/DESCRIPTION,,,G 118,G 7,G 944,G 4498,G 2583,G 5,G 143,G 1747,G 70921,G 2039,,G 1839,G 11311,G 59915,G 4599,G 8539,G 243,,,,,,,
